round,grand_prix,constructor,driver,lap,position,time
1,Bahrain,Haas,HUL,21,19,118.699
1,Bahrain,Williams,SAR,21,20,98.009
1,Bahrain,Red Bull,VER,30,1,95.771
1,Bahrain,Red Bull,PER,30,2,96.313
1,Bahrain,Ferrari,SAI,30,3,96.337
1,Bahrain,Mercedes,RUS,30,4,97.186
1,Bahrain,Ferrari,LEC,30,5,97.158
1,Bahrain,McLaren,NOR,30,6,96.986
1,Bahrain,McLaren,PIA,30,7,97.177
1,Bahrain,Mercedes,HAM,30,8,97.244
1,Bahrain,Aston Martin,ALO,30,9,96.982
1,Bahrain,Racing Bulls,TSU,30,10,97.477
1,Bahrain,Haas,MAG,30,11,98.04
1,Bahrain,Williams,ALB,30,12,97.968
1,Bahrain,Racing Bulls,RIC,30,13,97.978
1,Bahrain,Alpine,OCO,30,14,101.21
1,Bahrain,Alpine,GAS,30,15,98.832
1,Bahrain,Kick Sauber,BOT,30,16,101.252
1,Bahrain,Kick Sauber,ZHO,30,17,95.458
1,Bahrain,Aston Martin,STR,30,18,95.632
1,Bahrain,Haas,HUL,30,19,96.691
1,Bahrain,Williams,SAR,30,20,95.715
1,Bahrain,Red Bull,VER,20,1,95.16
1,Bahrain,Red Bull,PER,20,2,96.278
1,Bahrain,Ferrari,SAI,20,3,96.034
1,Bahrain,Mercedes,RUS,20,4,96.732
1,Bahrain,Ferrari,LEC,20,5,96.794
1,Bahrain,McLaren,NOR,20,6,96.501
1,Bahrain,McLaren,PIA,20,7,96.644
1,Bahrain,Mercedes,HAM,20,8,96.264
1,Bahrain,Aston Martin,ALO,20,9,97.357
1,Bahrain,Kick Sauber,ZHO,20,10,97.749
1,Bahrain,Racing Bulls,TSU,20,11,97.766
1,Bahrain,Aston Martin,STR,20,12,97.859
1,Bahrain,Haas,MAG,20,13,98.062
1,Bahrain,Williams,ALB,20,14,97.701
1,Bahrain,Alpine,OCO,20,15,98.185
1,Bahrain,Racing Bulls,RIC,20,16,97.865
1,Bahrain,Kick Sauber,BOT,20,17,98.285
1,Bahrain,Alpine,GAS,20,18,98.036
1,Bahrain,Haas,HUL,20,19,100.798
1,Bahrain,Williams,SAR,20,20,97.82
1,Bahrain,Red Bull,VER,38,1,116.445
1,Bahrain,Red Bull,PER,38,2,94.804
1,Bahrain,Ferrari,SAI,38,3,95.1
1,Bahrain,Mercedes,RUS,38,4,95.479
1,Bahrain,Ferrari,LEC,38,5,94.783
1,Bahrain,McLaren,NOR,38,6,95.149
1,Bahrain,Aston Martin,ALO,38,7,97.297
1,Bahrain,Mercedes,HAM,38,8,94.966
1,Bahrain,McLaren,PIA,38,9,95.298
1,Bahrain,Aston Martin,STR,38,10,96.364
1,Bahrain,Kick Sauber,ZHO,38,11,96.857
1,Bahrain,Haas,MAG,38,12,96.042
1,Bahrain,Racing Bulls,TSU,38,13,97.046
1,Bahrain,Haas,HUL,38,14,100.083
1,Bahrain,Racing Bulls,RIC,38,15,95.46
1,Bahrain,Williams,ALB,38,16,96.129
1,Bahrain,Alpine,OCO,38,17,96.814
1,Bahrain,Alpine,GAS,38,18,96.802
1,Bahrain,Kick Sauber,BOT,38,19,97.774
1,Bahrain,Williams,SAR,38,20,96.732
1,Bahrain,Red Bull,VER,45,1,94.249
1,Bahrain,Red Bull,PER,45,2,94.592
1,Bahrain,Ferrari,SAI,45,3,94.79
1,Bahrain,Mercedes,RUS,45,4,95.276
1,Bahrain,Ferrari,LEC,45,5,95.22
1,Bahrain,McLaren,NOR,45,6,95.338
1,Bahrain,Mercedes,HAM,45,7,95.184
1,Bahrain,McLaren,PIA,45,8,95.306
1,Bahrain,Aston Martin,STR,45,9,96.243
1,Bahrain,Aston Martin,ALO,45,10,94.872
1,Bahrain,Kick Sauber,ZHO,45,11,96.68
1,Bahrain,Haas,MAG,45,12,96.349
1,Bahrain,Racing Bulls,TSU,45,13,95.964
1,Bahrain,Racing Bulls,RIC,45,14,95.57
1,Bahrain,Williams,ALB,45,15,95.758
1,Bahrain,Alpine,OCO,45,16,98.049
1,Bahrain,Haas,HUL,45,17,95.119
1,Bahrain,Alpine,GAS,45,18,94.805
1,Bahrain,Kick Sauber,BOT,45,19,96.663
1,Bahrain,Williams,SAR,45,20,95.333
1,Bahrain,Red Bull,VER,53,1,95.6
1,Bahrain,Red Bull,PER,53,2,95.842
1,Bahrain,Ferrari,SAI,53,3,95.211
1,Bahrain,Ferrari,LEC,53,4,95.48
1,Bahrain,Mercedes,RUS,53,5,95.979
1,Bahrain,McLaren,NOR,53,6,95.782
1,Bahrain,Mercedes,HAM,53,7,95.55
1,Bahrain,McLaren,PIA,53,8,95.739
1,Bahrain,Aston Martin,ALO,53,9,95.249
1,Bahrain,Aston Martin,STR,53,10,96.64
1,Bahrain,Kick Sauber,ZHO,53,11,97.141
1,Bahrain,Haas,MAG,53,12,97.958
1,Bahrain,Racing Bulls,RIC,53,13,96.745
1,Bahrain,Racing Bulls,TSU,53,14,96.838
1,Bahrain,Williams,ALB,53,15,96.308
1,Bahrain,Haas,HUL,53,16,95.994
1,Bahrain,Alpine,OCO,53,17,97.145
1,Bahrain,Alpine,GAS,53,18,95.389
1,Bahrain,Kick Sauber,BOT,53,19,99.035
1,Bahrain,Williams,SAR,53,20,96.088
1,Bahrain,Red Bull,VER,44,1,94.531
1,Bahrain,Red Bull,PER,44,2,94.799
1,Bahrain,Ferrari,SAI,44,3,94.507
1,Bahrain,Mercedes,RUS,44,4,95.162
1,Bahrain,Ferrari,LEC,44,5,95.051
1,Bahrain,McLaren,NOR,44,6,95.346
1,Bahrain,Mercedes,HAM,44,7,95.169
1,Bahrain,McLaren,PIA,44,8,95.238
1,Bahrain,Aston Martin,STR,44,9,96.564
1,Bahrain,Aston Martin,ALO,44,10,94.981
1,Bahrain,Kick Sauber,ZHO,44,11,97.417
1,Bahrain,Haas,MAG,44,12,96.249
1,Bahrain,Racing Bulls,TSU,44,13,96.144
1,Bahrain,Racing Bulls,RIC,44,14,95.49
1,Bahrain,Williams,ALB,44,15,95.783
1,Bahrain,Alpine,OCO,44,16,96.649
1,Bahrain,Haas,HUL,44,17,95.59
1,Bahrain,Alpine,GAS,44,18,116.481
1,Bahrain,Kick Sauber,BOT,44,19,96.63
1,Bahrain,Williams,SAR,44,20,95.13
1,Bahrain,Red Bull,VER,40,1,96.589
1,Bahrain,Red Bull,PER,40,2,94.364
1,Bahrain,Ferrari,SAI,40,3,94.739
1,Bahrain,Mercedes,RUS,40,4,95.065
1,Bahrain,Ferrari,LEC,40,5,94.859
1,Bahrain,McLaren,NOR,40,6,95.276
1,Bahrain,Mercedes,HAM,40,7,95.041
1,Bahrain,McLaren,PIA,40,8,95.005
1,Bahrain,Aston Martin,ALO,40,9,98.061
1,Bahrain,Aston Martin,STR,40,10,96.485
1,Bahrain,Kick Sauber,ZHO,40,11,96.683
1,Bahrain,Haas,MAG,40,12,96.071
1,Bahrain,Racing Bulls,TSU,40,13,96.263
1,Bahrain,Haas,HUL,40,14,97.088
1,Bahrain,Racing Bulls,RIC,40,15,95.578
1,Bahrain,Williams,ALB,40,16,95.723
1,Bahrain,Alpine,OCO,40,17,96.608
1,Bahrain,Alpine,GAS,40,18,96.742
1,Bahrain,Kick Sauber,BOT,40,19,97.393
1,Bahrain,Williams,SAR,40,20,99.817
1,Bahrain,Red Bull,VER,57,1,94.923
1,Bahrain,Red Bull,PER,57,2,95.746
1,Bahrain,Ferrari,SAI,57,3,95.327
1,Bahrain,Ferrari,LEC,57,4,96.324
1,Bahrain,Mercedes,RUS,57,5,96.44
1,Bahrain,McLaren,NOR,57,6,96.582
1,Bahrain,Mercedes,HAM,57,7,96.138
1,Bahrain,McLaren,PIA,57,8,95.92
1,Bahrain,Aston Martin,ALO,57,9,95.276
1,Bahrain,Aston Martin,STR,57,10,97.335
1,Bahrain,Red Bull,VER,56,1,94.671
1,Bahrain,Red Bull,PER,56,2,95.568
1,Bahrain,Ferrari,SAI,56,3,95.305
1,Bahrain,Ferrari,LEC,56,4,95.924
1,Bahrain,Mercedes,RUS,56,5,96.35
1,Bahrain,McLaren,NOR,56,6,95.976
1,Bahrain,Mercedes,HAM,56,7,95.706
1,Bahrain,McLaren,PIA,56,8,96.1
1,Bahrain,Aston Martin,ALO,56,9,95.014
1,Bahrain,Aston Martin,STR,56,10,96.582
1,Bahrain,Kick Sauber,ZHO,56,11,97.333
1,Bahrain,Haas,MAG,56,12,97.584
1,Bahrain,Racing Bulls,RIC,56,13,97.662
1,Bahrain,Racing Bulls,TSU,56,14,97.473
1,Bahrain,Williams,ALB,56,15,96.922
1,Bahrain,Haas,HUL,56,16,95.602
1,Bahrain,Alpine,OCO,56,17,97.415
1,Bahrain,Alpine,GAS,56,18,96.086
1,Bahrain,Kick Sauber,BOT,56,19,97.956
1,Bahrain,Red Bull,VER,48,1,94.35
1,Bahrain,Red Bull,PER,48,2,94.885
1,Bahrain,Ferrari,SAI,48,3,94.981
1,Bahrain,Ferrari,LEC,48,4,95.308
1,Bahrain,Mercedes,RUS,48,5,96.059
1,Bahrain,McLaren,NOR,48,6,95.717
1,Bahrain,Mercedes,HAM,48,7,96.165
1,Bahrain,McLaren,PIA,48,8,95.702
1,Bahrain,Aston Martin,ALO,48,9,94.199
1,Bahrain,Aston Martin,STR,48,10,97.325
1,Bahrain,Kick Sauber,ZHO,48,11,96.654
1,Bahrain,Haas,MAG,48,12,96.679
1,Bahrain,Racing Bulls,TSU,48,13,96.554
1,Bahrain,Racing Bulls,RIC,48,14,96.236
1,Bahrain,Williams,ALB,48,15,96.135
1,Bahrain,Alpine,OCO,48,16,97.117
1,Bahrain,Haas,HUL,48,17,95.146
1,Bahrain,Alpine,GAS,48,18,95.411
1,Bahrain,Kick Sauber,BOT,48,19,96.765
1,Bahrain,Williams,SAR,48,20,95.688
1,Bahrain,Red Bull,VER,32,1,95.886
1,Bahrain,Red Bull,PER,32,2,96.276
1,Bahrain,Ferrari,SAI,32,3,96.762
1,Bahrain,Ferrari,LEC,32,4,96.941
1,Bahrain,McLaren,NOR,32,5,97.171
1,Bahrain,McLaren,PIA,32,6,97.163
1,Bahrain,Mercedes,HAM,32,7,97.325
1,Bahrain,Aston Martin,ALO,32,8,97.056
1,Bahrain,Mercedes,RUS,32,9,117.267
1,Bahrain,Racing Bulls,TSU,32,10,97.847
1,Bahrain,Williams,ALB,32,11,98.183
1,Bahrain,Racing Bulls,RIC,32,12,98.025
1,Bahrain,Haas,MAG,32,13,100.565
1,Bahrain,Kick Sauber,ZHO,32,14,96.048
1,Bahrain,Aston Martin,STR,32,15,95.821
1,Bahrain,Haas,HUL,32,16,96.935
1,Bahrain,Alpine,OCO,32,17,96.887
1,Bahrain,Alpine,GAS,32,18,119.77
1,Bahrain,Kick Sauber,BOT,32,19,96.763
1,Bahrain,Williams,SAR,32,20,96.563
1,Bahrain,Red Bull,VER,3,1,96.753
1,Bahrain,Mercedes,RUS,3,2,96.406
1,Bahrain,Ferrari,LEC,3,3,98.062
1,Bahrain,Red Bull,PER,3,4,97.297
1,Bahrain,Ferrari,SAI,3,5,97.08
1,Bahrain,McLaren,NOR,3,6,97.787
1,Bahrain,Aston Martin,ALO,3,7,99.046
1,Bahrain,McLaren,PIA,3,8,98.258
1,Bahrain,Mercedes,HAM,3,9,98.303
1,Bahrain,Racing Bulls,TSU,3,10,98.431
1,Bahrain,Williams,ALB,3,11,98.507
1,Bahrain,Haas,MAG,3,12,98.399
1,Bahrain,Kick Sauber,ZHO,3,13,98.582
1,Bahrain,Williams,SAR,3,14,98.707
1,Bahrain,Racing Bulls,RIC,3,15,98.76
1,Bahrain,Alpine,OCO,3,16,98.771
1,Bahrain,Alpine,GAS,3,17,98.744
1,Bahrain,Kick Sauber,BOT,3,18,98.837
1,Bahrain,Aston Martin,STR,3,19,98.279
1,Bahrain,Haas,HUL,3,20,97.317
1,Bahrain,Red Bull,VER,46,1,94.193
1,Bahrain,Red Bull,PER,46,2,94.844
1,Bahrain,Ferrari,SAI,46,3,94.853
1,Bahrain,Ferrari,LEC,46,4,95.058
1,Bahrain,Mercedes,RUS,46,5,96.657
1,Bahrain,McLaren,NOR,46,6,95.371
1,Bahrain,Mercedes,HAM,46,7,95.285
1,Bahrain,McLaren,PIA,46,8,95.296
1,Bahrain,Aston Martin,STR,46,9,96.379
1,Bahrain,Aston Martin,ALO,46,10,95.126
1,Bahrain,Kick Sauber,ZHO,46,11,96.741
1,Bahrain,Haas,MAG,46,12,96.446
1,Bahrain,Racing Bulls,TSU,46,13,96.187
1,Bahrain,Racing Bulls,RIC,46,14,95.507
1,Bahrain,Williams,ALB,46,15,96.008
1,Bahrain,Alpine,OCO,46,16,96.975
1,Bahrain,Haas,HUL,46,17,94.834
1,Bahrain,Alpine,GAS,46,18,95.293
1,Bahrain,Kick Sauber,BOT,46,19,96.297
1,Bahrain,Williams,SAR,46,20,95.939
1,Bahrain,Red Bull,VER,33,1,95.863
1,Bahrain,Red Bull,PER,33,2,96.564
1,Bahrain,Ferrari,SAI,33,3,96.556
1,Bahrain,Ferrari,LEC,33,4,96.741
1,Bahrain,McLaren,NOR,33,5,99.626
1,Bahrain,McLaren,PIA,33,6,97.088
1,Bahrain,Mercedes,HAM,33,7,99.696
1,Bahrain,Aston Martin,ALO,33,8,97.202
1,Bahrain,Mercedes,RUS,33,9,95.838
1,Bahrain,Racing Bulls,TSU,33,10,97.498
1,Bahrain,Williams,ALB,33,11,98.346
1,Bahrain,Racing Bulls,RIC,33,12,98.15
1,Bahrain,Aston Martin,STR,33,13,96.349
1,Bahrain,Kick Sauber,ZHO,33,14,97.971
1,Bahrain,Haas,HUL,33,15,96.784
1,Bahrain,Haas,MAG,33,16,116.655
1,Bahrain,Alpine,OCO,33,17,96.704
1,Bahrain,Alpine,GAS,33,18,96.112
1,Bahrain,Kick Sauber,BOT,33,19,96.202
1,Bahrain,Williams,SAR,33,20,97.433
1,Bahrain,Red Bull,VER,50,1,94.783
1,Bahrain,Red Bull,PER,50,2,95.082
1,Bahrain,Ferrari,SAI,50,3,95.142
1,Bahrain,Ferrari,LEC,50,4,95.383
1,Bahrain,Mercedes,RUS,50,5,96.181
1,Bahrain,McLaren,NOR,50,6,95.657
1,Bahrain,Mercedes,HAM,50,7,95.612
1,Bahrain,McLaren,PIA,50,8,95.984
1,Bahrain,Aston Martin,ALO,50,9,94.677
1,Bahrain,Aston Martin,STR,50,10,96.541
1,Bahrain,Kick Sauber,ZHO,50,11,96.792
1,Bahrain,Haas,MAG,50,12,97.035
1,Bahrain,Racing Bulls,TSU,50,13,96.827
1,Bahrain,Racing Bulls,RIC,50,14,96.609
1,Bahrain,Williams,ALB,50,15,97.616
1,Bahrain,Haas,HUL,50,16,95.167
1,Bahrain,Alpine,OCO,50,17,97.784
1,Bahrain,Alpine,GAS,50,18,95.228
1,Bahrain,Kick Sauber,BOT,50,19,96.91
1,Bahrain,Williams,SAR,50,20,95.66
1,Bahrain,Red Bull,VER,34,1,96.133
1,Bahrain,Red Bull,PER,34,2,96.378
1,Bahrain,Ferrari,SAI,34,3,96.551
1,Bahrain,Ferrari,LEC,34,4,99.614
1,Bahrain,McLaren,PIA,34,5,99.211
1,Bahrain,Mercedes,RUS,34,6,95.241
1,Bahrain,Aston Martin,ALO,34,7,97.601
1,Bahrain,McLaren,NOR,34,8,116.898
1,Bahrain,Mercedes,HAM,34,9,114.974
1,Bahrain,Racing Bulls,TSU,34,10,100.835
1,Bahrain,Williams,ALB,34,11,97.75
1,Bahrain,Racing Bulls,RIC,34,12,98.246
1,Bahrain,Aston Martin,STR,34,13,96.332
1,Bahrain,Kick Sauber,ZHO,34,14,96.518
1,Bahrain,Haas,HUL,34,15,96.692
1,Bahrain,Haas,MAG,34,16,95.57
1,Bahrain,Alpine,OCO,34,17,96.226
1,Bahrain,Alpine,GAS,34,18,96.622
1,Bahrain,Kick Sauber,BOT,34,19,98.009
1,Bahrain,Williams,SAR,34,20,96.475
1,Bahrain,Red Bull,VER,41,1,95.29
1,Bahrain,Red Bull,PER,41,2,94.4
1,Bahrain,Ferrari,SAI,41,3,95.041
1,Bahrain,Mercedes,RUS,41,4,95.093
1,Bahrain,Ferrari,LEC,41,5,95.028
1,Bahrain,McLaren,NOR,41,6,95.069
1,Bahrain,Mercedes,HAM,41,7,94.94
1,Bahrain,McLaren,PIA,41,8,95.109
1,Bahrain,Aston Martin,ALO,41,9,100.261
1,Bahrain,Aston Martin,STR,41,10,96.322
1,Bahrain,Kick Sauber,ZHO,41,11,96.695
1,Bahrain,Haas,MAG,41,12,96.34
1,Bahrain,Racing Bulls,TSU,41,13,96.179
1,Bahrain,Racing Bulls,RIC,41,14,95.644
1,Bahrain,Haas,HUL,41,15,99.569
1,Bahrain,Williams,ALB,41,16,95.885
1,Bahrain,Alpine,OCO,41,17,96.621
1,Bahrain,Alpine,GAS,41,18,96.571
1,Bahrain,Kick Sauber,BOT,41,19,96.437
1,Bahrain,Williams,SAR,41,20,120.282
1,Bahrain,Red Bull,VER,31,1,95.679
1,Bahrain,Red Bull,PER,31,2,96.339
1,Bahrain,Ferrari,SAI,31,3,96.537
1,Bahrain,Ferrari,LEC,31,4,97.031
1,Bahrain,Mercedes,RUS,31,5,99.405
1,Bahrain,McLaren,NOR,31,6,97.083
1,Bahrain,McLaren,PIA,31,7,97.57
1,Bahrain,Mercedes,HAM,31,8,96.975
1,Bahrain,Aston Martin,ALO,31,9,96.957
1,Bahrain,Racing Bulls,TSU,31,10,97.468
1,Bahrain,Haas,MAG,31,11,98.0
1,Bahrain,Williams,ALB,31,12,98.135
1,Bahrain,Racing Bulls,RIC,31,13,98.154
1,Bahrain,Kick Sauber,ZHO,31,14,96.297
1,Bahrain,Aston Martin,STR,31,15,96.202
1,Bahrain,Alpine,GAS,31,16,100.432
1,Bahrain,Haas,HUL,31,17,96.578
1,Bahrain,Alpine,OCO,31,18,119.322
1,Bahrain,Kick Sauber,BOT,31,19,170.266
1,Bahrain,Williams,SAR,31,20,96.713
1,Bahrain,Red Bull,VER,42,1,94.667
1,Bahrain,Red Bull,PER,42,2,94.525
1,Bahrain,Ferrari,SAI,42,3,94.861
1,Bahrain,Mercedes,RUS,42,4,95.136
1,Bahrain,Ferrari,LEC,42,5,94.982
1,Bahrain,McLaren,NOR,42,6,95.165
1,Bahrain,Mercedes,HAM,42,7,94.996
1,Bahrain,McLaren,PIA,42,8,95.341
1,Bahrain,Aston Martin,STR,42,9,96.343
1,Bahrain,Kick Sauber,ZHO,42,10,96.652
1,Bahrain,Aston Martin,ALO,42,11,116.899
1,Bahrain,Haas,MAG,42,12,96.31
1,Bahrain,Racing Bulls,TSU,42,13,95.981
1,Bahrain,Racing Bulls,RIC,42,14,95.338
1,Bahrain,Williams,ALB,42,15,95.799
1,Bahrain,Alpine,OCO,42,16,96.592
1,Bahrain,Alpine,GAS,42,17,96.631
1,Bahrain,Haas,HUL,42,18,116.108
1,Bahrain,Kick Sauber,BOT,42,19,96.374
1,Bahrain,Williams,SAR,42,20,94.735
1,Bahrain,Red Bull,VER,51,1,94.34
1,Bahrain,Red Bull,PER,51,2,94.94
1,Bahrain,Ferrari,SAI,51,3,95.282
1,Bahrain,Ferrari,LEC,51,4,95.418
1,Bahrain,Mercedes,RUS,51,5,95.852
1,Bahrain,McLaren,NOR,51,6,96.038
1,Bahrain,Mercedes,HAM,51,7,95.532
1,Bahrain,McLaren,PIA,51,8,95.8
1,Bahrain,Aston Martin,ALO,51,9,94.916
1,Bahrain,Aston Martin,STR,51,10,96.763
1,Bahrain,Kick Sauber,ZHO,51,11,97.042
1,Bahrain,Haas,MAG,51,12,96.929
1,Bahrain,Racing Bulls,TSU,51,13,97.067
1,Bahrain,Racing Bulls,RIC,51,14,97.103
1,Bahrain,Williams,ALB,51,15,97.493
1,Bahrain,Haas,HUL,51,16,95.529
1,Bahrain,Alpine,OCO,51,17,97.091
1,Bahrain,Alpine,GAS,51,18,95.334
1,Bahrain,Kick Sauber,BOT,51,19,96.819
1,Bahrain,Williams,SAR,51,20,95.972
1,Bahrain,Red Bull,VER,52,1,94.906
1,Bahrain,Red Bull,PER,52,2,95.183
1,Bahrain,Ferrari,SAI,52,3,95.083
1,Bahrain,Ferrari,LEC,52,4,95.394
1,Bahrain,Mercedes,RUS,52,5,96.186
1,Bahrain,McLaren,NOR,52,6,95.922
1,Bahrain,Mercedes,HAM,52,7,95.479
1,Bahrain,McLaren,PIA,52,8,96.024
1,Bahrain,Aston Martin,ALO,52,9,94.862
1,Bahrain,Aston Martin,STR,52,10,96.934
1,Bahrain,Kick Sauber,ZHO,52,11,97.394
1,Bahrain,Haas,MAG,52,12,96.93
1,Bahrain,Racing Bulls,RIC,52,13,97.529
1,Bahrain,Racing Bulls,TSU,52,14,99.042
1,Bahrain,Williams,ALB,52,15,96.218
1,Bahrain,Haas,HUL,52,16,95.921
1,Bahrain,Alpine,OCO,52,17,98.631
1,Bahrain,Alpine,GAS,52,18,95.511
1,Bahrain,Kick Sauber,BOT,52,19,96.949
1,Bahrain,Williams,SAR,52,20,95.987
1,Bahrain,Red Bull,VER,54,1,95.334
1,Bahrain,Red Bull,PER,54,2,95.459
1,Bahrain,Ferrari,SAI,54,3,95.309
1,Bahrain,Ferrari,LEC,54,4,95.265
1,Bahrain,Mercedes,RUS,54,5,96.013
1,Bahrain,McLaren,NOR,54,6,95.934
1,Bahrain,Mercedes,HAM,54,7,95.974
1,Bahrain,McLaren,PIA,54,8,96.107
1,Bahrain,Aston Martin,ALO,54,9,95.745
1,Bahrain,Aston Martin,STR,54,10,96.693
1,Bahrain,Kick Sauber,ZHO,54,11,98.389
1,Bahrain,Haas,MAG,54,12,96.89
1,Bahrain,Racing Bulls,RIC,54,13,96.661
1,Bahrain,Racing Bulls,TSU,54,14,96.672
1,Bahrain,Williams,ALB,54,15,96.334
1,Bahrain,Haas,HUL,54,16,95.786
1,Bahrain,Alpine,OCO,54,17,98.707
1,Bahrain,Alpine,GAS,54,18,95.853
1,Bahrain,Kick Sauber,BOT,54,19,97.095
1,Bahrain,Williams,SAR,54,20,99.614
1,Bahrain,Red Bull,VER,49,1,94.403
1,Bahrain,Red Bull,PER,49,2,94.966
1,Bahrain,Ferrari,SAI,49,3,95.44
1,Bahrain,Ferrari,LEC,49,4,95.302
1,Bahrain,Mercedes,RUS,49,5,95.954
1,Bahrain,McLaren,NOR,49,6,95.674
1,Bahrain,Mercedes,HAM,49,7,95.914
1,Bahrain,McLaren,PIA,49,8,95.653
1,Bahrain,Aston Martin,ALO,49,9,94.571
1,Bahrain,Aston Martin,STR,49,10,96.871
1,Bahrain,Kick Sauber,ZHO,49,11,96.72
1,Bahrain,Haas,MAG,49,12,96.842
1,Bahrain,Racing Bulls,TSU,49,13,96.695
1,Bahrain,Racing Bulls,RIC,49,14,96.442
1,Bahrain,Williams,ALB,49,15,97.102
1,Bahrain,Alpine,OCO,49,16,97.726
1,Bahrain,Haas,HUL,49,17,95.494
1,Bahrain,Alpine,GAS,49,18,95.511
1,Bahrain,Kick Sauber,BOT,49,19,96.91
1,Bahrain,Williams,SAR,49,20,95.59
1,Bahrain,Red Bull,VER,47,1,94.239
1,Bahrain,Red Bull,PER,47,2,94.73
1,Bahrain,Ferrari,SAI,47,3,94.901
1,Bahrain,Ferrari,LEC,47,4,95.057
1,Bahrain,Mercedes,RUS,47,5,95.805
1,Bahrain,McLaren,NOR,47,6,95.485
1,Bahrain,Mercedes,HAM,47,7,95.226
1,Bahrain,McLaren,PIA,47,8,95.376
1,Bahrain,Aston Martin,STR,47,9,96.298
1,Bahrain,Aston Martin,ALO,47,10,95.225
1,Bahrain,Kick Sauber,ZHO,47,11,96.561
1,Bahrain,Haas,MAG,47,12,96.454
1,Bahrain,Racing Bulls,TSU,47,13,96.396
1,Bahrain,Racing Bulls,RIC,47,14,95.831
1,Bahrain,Williams,ALB,47,15,96.026
1,Bahrain,Alpine,OCO,47,16,96.656
1,Bahrain,Haas,HUL,47,17,95.226
1,Bahrain,Alpine,GAS,47,18,95.341
1,Bahrain,Kick Sauber,BOT,47,19,96.604
1,Bahrain,Williams,SAR,47,20,96.729
1,Bahrain,Red Bull,VER,35,1,96.018
1,Bahrain,Red Bull,PER,35,2,96.776
1,Bahrain,Ferrari,SAI,35,3,99.274
1,Bahrain,Mercedes,RUS,35,4,95.772
1,Bahrain,Aston Martin,ALO,35,5,97.273
1,Bahrain,Ferrari,LEC,35,6,116.166
1,Bahrain,McLaren,NOR,35,7,94.476
1,Bahrain,Mercedes,HAM,35,8,95.489
1,Bahrain,McLaren,PIA,35,9,119.703
1,Bahrain,Williams,ALB,35,10,97.767
1,Bahrain,Racing Bulls,RIC,35,11,100.595
1,Bahrain,Aston Martin,STR,35,12,96.242
1,Bahrain,Kick Sauber,ZHO,35,13,96.546
1,Bahrain,Haas,HUL,35,14,96.959
1,Bahrain,Racing Bulls,TSU,35,15,117.417
1,Bahrain,Haas,MAG,35,16,95.698
1,Bahrain,Alpine,OCO,35,17,96.354
1,Bahrain,Alpine,GAS,35,18,96.313
1,Bahrain,Kick Sauber,BOT,35,19,96.578
1,Bahrain,Williams,SAR,35,20,96.859
1,Bahrain,Red Bull,VER,39,1,92.608
1,Bahrain,Red Bull,PER,39,2,94.607
1,Bahrain,Ferrari,SAI,39,3,94.709
1,Bahrain,Mercedes,RUS,39,4,95.204
1,Bahrain,Ferrari,LEC,39,5,95.087
1,Bahrain,McLaren,NOR,39,6,94.88
1,Bahrain,Mercedes,HAM,39,7,94.722
1,Bahrain,Aston Martin,ALO,39,8,97.946
1,Bahrain,McLaren,PIA,39,9,94.983
1,Bahrain,Aston Martin,STR,39,10,96.353
1,Bahrain,Kick Sauber,ZHO,39,11,96.637
1,Bahrain,Haas,MAG,39,12,95.876
1,Bahrain,Racing Bulls,TSU,39,13,96.125
1,Bahrain,Haas,HUL,39,14,97.476
1,Bahrain,Racing Bulls,RIC,39,15,95.475
1,Bahrain,Williams,ALB,39,16,95.856
1,Bahrain,Alpine,OCO,39,17,96.552
1,Bahrain,Alpine,GAS,39,18,96.537
1,Bahrain,Kick Sauber,BOT,39,19,97.189
1,Bahrain,Williams,SAR,39,20,97.016
1,Bahrain,Red Bull,VER,36,1,96.205
1,Bahrain,Red Bull,PER,36,2,99.365
1,Bahrain,Ferrari,SAI,36,3,115.62
1,Bahrain,Mercedes,RUS,36,4,95.434
1,Bahrain,Ferrari,LEC,36,5,94.09
1,Bahrain,McLaren,NOR,36,6,95.69
1,Bahrain,Aston Martin,ALO,36,7,98.343
1,Bahrain,Mercedes,HAM,36,8,95.279
1,Bahrain,McLaren,PIA,36,9,95.153
1,Bahrain,Williams,ALB,36,10,100.333
1,Bahrain,Aston Martin,STR,36,11,96.086
1,Bahrain,Kick Sauber,ZHO,36,12,96.931
1,Bahrain,Haas,HUL,36,13,96.795
1,Bahrain,Haas,MAG,36,14,95.851
1,Bahrain,Racing Bulls,TSU,36,15,97.706
1,Bahrain,Racing Bulls,RIC,36,16,116.995
1,Bahrain,Alpine,OCO,36,17,97.229
1,Bahrain,Alpine,GAS,36,18,96.45
1,Bahrain,Kick Sauber,BOT,36,19,96.792
1,Bahrain,Williams,SAR,36,20,96.462
1,Bahrain,Red Bull,VER,37,1,99.234
1,Bahrain,Red Bull,PER,37,2,115.808
1,Bahrain,Ferrari,SAI,37,3,95.302
1,Bahrain,Mercedes,RUS,37,4,95.481
1,Bahrain,Ferrari,LEC,37,5,94.897
1,Bahrain,McLaren,NOR,37,6,95.067
1,Bahrain,Aston Martin,ALO,37,7,96.799
1,Bahrain,Mercedes,HAM,37,8,95.597
1,Bahrain,McLaren,PIA,37,9,94.774
1,Bahrain,Aston Martin,STR,37,10,95.987
